accuracy,loss,val_accuracy,val_loss,epoch
0.373324990272522,1.7096302509307861,0.5388000011444092,1.3129328489303589,1
0.5054500102996826,1.3787455558776855,0.6031000018119812,1.1362144947052002,2
0.5615249872207642,1.2288086414337158,0.6233999729156494,1.0686017274856567,3
0.59232497215271,1.1458579301834106,0.6581000089645386,0.9750766754150391,4
0.6129500269889832,1.0869922637939453,0.6539999842643738,0.9838417172431946,5
0.6349499821662903,1.0263593196868896,0.6661999821662903,0.9562714695930481,6
0.6496250033378601,0.9870293736457825,0.6823999881744385,0.9158470630645752,7
0.6668000221252441,0.9369522333145142,0.6929000020027161,0.8972362279891968,8
0.6764749884605408,0.9032029509544373,0.695900022983551,0.878821849822998,9
0.689674973487854,0.8666712641716003,0.6995000243186951,0.87567538022995,10
0.7024000287055969,0.8275871276855469,0.6959999799728394,0.8950225710868835,11
0.7099000215530396,0.801429271697998,0.7056000232696533,0.8656010627746582,12
0.7192749977111816,0.7782642841339111,0.6965000033378601,0.8996531963348389,13
0.7280499935150146,0.7468757033348083,0.696399986743927,0.9010618925094604,14
0.7373250126838684,0.7224841117858887,0.703499972820282,0.8926424980163574,15
